productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
577513,Wendy (1),265,Dress,Garment Full body,1013,Dresses Ladies,Short dress in a sturdy weave with short puff sleeves and a concealed zip at the back. Fitted bodice and bell-shaped skirt.
577992,Spring Brazilian Acacia Low 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and half-string back."
578020,Pluto OTS,258,Blouse,Garment Upper body,1010,Blouses,"Off-the-shoulder top in a cotton weave with elastication and a frill trim at the top. Short slits and ties at the sleeve-ends, and a rounded hem."
578113,Tom Lace Up Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,"Slim-fit trousers in stretch twill with a regular waist, zip fly and button, fake front pockets, real back pockets and lacing down the legs."
578133,Harlem Panel shorts,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Knee-length running shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist.Crotch and side stripes in ventilating mesh. Jersey inner shorts."
578317,OL SABINA PQ sandal,91,Sandals,Shoes,1020,Shoes,"Suede slides with a bow at the front, leather insoles and rubber soles. Heel approx. 2 cm."
578342,Susan,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft cable knit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Slightly longer, stocking-stitched back."
578374,Liza Superpush (Andes) 2pk,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up bras in microfibre with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
578470,Devon coat,263,Coat,Garment Upper body,1007,Outdoor,"Coat in a sturdy wool blend with notch lapels, concealed double buttons at the front, concealed pockets in the side seam and a single back vent. Soft, detachable belt with a metal buckle. Lined."
578474,Dayzy,264,Blazer,Garment Upper body,1008,Dressed,Gently fitted jacket in woven fabric with welt pockets and a concealed hook-and-eye fastening at the front. Sleeves with gathered seams. Lined.
578476,Vichy 5pkt slim trouser,272,Trousers,Garment Lower body,1009,Trousers,5-pocket trousers in superstretch twill with a regular waist and skinny legs.
578478,Pep leggings,272,Trousers,Garment Lower body,1009,Trousers,High-waisted jersey leggings with concealed elastication at the waist.
578487,Burmilla (1),264,Blazer,Garment Upper body,1008,Dressed,"Straight-cut jacket in woven fabric with notch lapels, concealed front pockets and 3/4-length sleeves with gathers. No buttons. Lined."
578630,ROY 3PK SLIM RN T-SHIRT,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirts in soft jersey.
578752,PLUS Heavy Plain 2 p,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,"Sturdy, soft fine-knit tights with an elasticated waist."
578876,HAMILTON P5,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a ribbed neckline and slits at the hem."
579302,Clarence Push Wireless Farg,306,Bra,Underwear,1017,"Under-, Nightwear","Non-wired push-up bralette in lace with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a wide lace trim at the hem and no fasteners."
579322,DAI Blouse isw 47,258,Blouse,Garment Upper body,1014,Dresses/Skirts girls,"Blouse in a soft viscose weave with a collar, buttons down the front and a chest pocket. 3/4-length sleeves with elasticated, trumpet cuffs with decorative bows. Short slits in the sides."
579468,Rooney dress,265,Dress,Garment Full body,1013,Dresses Ladies,Short dress in an airy weave with long raglan sleeves and a decorative drawstring and opening at the top. Elasticated seam at the waist and flounces at the cuffs and hem. Lined.
579541,Calista cardigan.,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, fine-knit viscose blend with buttons down the front and ribbing around the neckline, cuffs and hem."
579577,Skinny white trash,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in washed stretch denim with hard-worn details, an adjustable elasticated waist, zip fly and button and narrow hems."
579844,capri tee,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in jersey crêpe with short, scallop-edged sleeves and a cut-out pattern and scalloped edge at the hem."
579865,Aruba denim jacket,262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in washed denim with a collar and buttons down the front and at the cuffs. Flap chest pockets with a button, side pockets and a tab and button at the sides of the hem."
579990,Ruby Party,252,Sweater,Garment Upper body,1003,Knitwear,"V-neck jumper in a soft, loose, fine knit with crossover straps at the neckline and long sleeves."
580000,50 cent thong (O),286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, narrow sides and string back."
580041,Majken Tshirt Milano,306,Bra,Underwear,1017,"Under-, Nightwear","Medium-coverage underwired bra in microfibre and lace with moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
580331,SAILOR FRONT PRINT,252,Sweater,Garment Upper body,1005,Jersey Fancy,
580482,Grace,265,Dress,Garment Full body,1003,Knitwear,"Longer V-neck jumper in a soft textured knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
580746,Chung dress W,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a crêpe weave with round neckline and an opening and tie at the back of the neck. 3/4-length sleeves with a wide flounce at the cuffs, and an elasticated seam at the waist. Unlined."
580768,Lux throw-on,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, loose knit containing some mohair with dropped shoulders, long sleeves and no buttons."
580770,Kai jumper,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, rib-knit cotton blend with a boat neck, long, wide sleeves with ribbing at the cuffs, and wide ribbing at the hem."
580840,SHEENA tights (1),273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband.
581127,Billy cheap chino,272,Trousers,Garment Lower body,1009,Trousers,"Chinos in washed stretch cotton twill with an adjustable elasticated waist, zip fly and button, side pockets, and a fake welt pocket at the back."
581154,Jeremiah espadrille,89,Other shoe,Shoes,1020,Shoes,"Imitation suede espadrilles with open sides, an adjustable strap with a metal fastener at the back and a braided jute trim around the soles. Cotton canvas linings, jute insoles and rubber soles."
581157,Jupiter SP Andes,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up bra in lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow shoulder straps and a hook-and-eye fastening at the back."
581162,Beth sandal,91,Sandals,Shoes,1020,Shoes,Sandals with an elastic ankle strap and rubber soles.
581178,Super Skinny Lowprice,272,Trousers,Garment Lower body,1016,Trousers Denim,5-pocket low-rise jeans in stretch denim with a zip fly and super-skinny legs.
581213,Lady jumpsuit W,267,Jumpsuit/Playsuit,Garment Full body,1013,Dresses Ladies,V-neck playsuit in airy chiffon with a V-neck and decorative ties at the top and an opening with a covered button at the back of the neck. Long sleeves with a slit and covered button at the cuffs and an elasticated seam at the waist. Short legs. Unlined.
581244,Urban leggings (1),272,Trousers,Garment Lower body,1005,Jersey Fancy,Trousers in slub cotton jersey with an elasticated drawstring waist and ribbed hems.
581275,Polly sandal,91,Sandals,Shoes,1020,Shoes,Slides with thermoplastic rubber (TPR) soles.
581298,Patty flip-flop,88,Flip flop,Shoes,1020,Shoes,Flip-flops with rubber straps and soles.
581363,Scallop ballerina,86,Ballerinas,Shoes,1020,Shoes,Ballet pumps with scalloped edges. Satin linings and insoles and thermoplastic rubber (TPR) soles.
581831,THEO fancy hood BB,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Hooded jacket in lightweight sweatshirt fabric with a zip down the front, front pockets and ribbing at the cuffs and hem."
581979,Chester OH Hoodie,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with a print motif and lined drawstring hood. Long raglan sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
582011,MALCOLM SHORTS,274,Shorts,Garment Lower body,1002,Jersey Basic,Knee-length shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets.
582077,Jacket Oversized,262,Jacket,Garment Upper body,1016,Trousers Denim,"Oversized jacket in washed denim with worn details. Collar, buttons down the front, dropped shoulders and flap chest pockets with a button. Buttons at the cuffs and a tab with adjustable buttoning at the sides of the hem."
582216,Fie top,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Straight-cut jersey top with short sleeves that end in flounces in woven fabric.
582239,ITALY trousers,276,Outdoor trousers,Garment Lower body,1001,Unknown,"Outdoor trousers in slightly stretchy, functional fabric with a zip fly and press-stud and a hook and loop fastening. Side pockets, a zipped leg pocket, and tapered legs with seams at the knees for optimum comfort and mobility, and reinforced hems."
582245,Ida denim blouse,258,Blouse,Garment Upper body,1010,Blouses,Off-the-shoulder blouse in denim made from Tencel™ lyocell with an elasticated flounce at the top and long sleeves with buttoned cuffs.
582256,NORMA cropped,272,Trousers,Garment Lower body,1001,Unknown,"3/4-length sports trousers in lightweight, fast-drying functional fabric with an elasticated waist and side pockets. Tapered legs with hole-patterned side stripes, shaping seams at the knees and ribbed hems."
582480,Anders Super Push,298,Bikini top,Swimwear,1018,Swimwear,"Fully lined bikini top with a tie detail at the front, underwired, thickly padded cups to maximise the bust and create a fuller cleavage, ties at the back of the neck and a metal fastener at the back."
582535,SB BEANIE INTARSIA LICENSE,75,Hat/beanie,Accessories,1019,Accessories,Double-layered hat in a fine knit with an intarsia motif.
582659,Gyda Blouse,259,Shirt,Garment Upper body,1010,Blouses,"Blouse in woven fabric with a collar, concealed buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
582700,Max sporty green,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
582894,Len (thermal) Longjohn,287,Long John,Underwear,1017,"Under-, Nightwear",Thermal longjohns in functional fabric with an elasticated waist and keyhole fly.
582902,Ron Thermal l/s top,306,Bra,Underwear,1017,"Under-, Nightwear",Long-sleeved thermal top in marled jersey. Slim fit.
583059,SORRENTO trousers,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Sports trousers in fast-drying, functional fabric with an elasticated drawstring waist, side pockets and a zipped leg pocket. Tapered legs with wide ribbing at the hems."
583060,Maniac Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined swimsuit with a V-neck, narrow adjustable shoulder straps, low-cut back and high-cut legs."
583534,Bradley,272,Trousers,Garment Lower body,1002,Jersey Basic,"Joggers in lightweight sweatshirt fabric with wide elastication and a drawstring at the waist, and ribbed hems."
583976,Alba dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Knee-length dress in a crêpe weave with smocking around the neckline and long sleeves with smocked cuffs. Concealed zip in the side, a seam at the waist and a skirt with a flounce at the hem. Unlined."
584298,OLIVER OXFORD SHIRT,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in organic Oxford cotton with a button-down collar, classic front, open chest pocket and yoke with a hanger at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
584449,Grease,258,Blouse,Garment Upper body,1010,Blouses,Long-sleeved top in woven fabric with a concealed zip and hook-and-eye fastener at the back and slits at the cuffs. Unlined.
584510,Ronni ruffle blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in crinkled chiffon with a round neck, an opening with a button at the back of the neck and 3/4-length sleeves. Flounces at the cuffs and hem, and a longer double layer at the hem."
584631,5pk regular fancy,302,Socks,Socks & Tights,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops."
584633,Elvissa shape swimsuit BIG,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined shaping swimsuit for a sculpting effect on the tummy, back and seat. Triangular cups with removable inserts and wide straps that tie at the back of the neck. Lined gusset."
584928,Mijas,262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in woven fabric with a small, ribbed stand-up collar and zip down the front. Flap patch pockets with press-studs, inner ribbing at the cuffs and a single back vent. Lined."
584973,X ABBOT RELAXED TEE,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Wide, cotton jersey T-shirt with a print motif on the back and ribbing around the neckline. Relaxed fit."
